Name,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,solubility_mg_L
"1,3-dichloro-2-propanol",128.986,0.8249,27.4468,6.0,1.0,1.0,3.0,2.0,38.0,0.0,0.0,0.0,0.0,20.23,46.86990146258213,2.7541847860376616,98978.88906682355
"benzene, (trichloromethyl)-",195.47600000000003,3.513300000000002,45.679000000000016,10.0,0.0,0.0,3.0,0.0,54.0,1.0,0.0,0.0,1.0,0.0,74.7061439145386,2.9660431785816628,52.977741943549425
"1,2,3-propanetricarboxylic acid",176.12400000000005,-0.3633999999999998,35.63139999999999,12.0,3.0,3.0,6.0,5.0,68.0,0.0,0.0,0.0,0.0,111.9,67.4312291565319,4.1359823272131315,331755.8122373017
"benzene, 1,1'- oxybis(methylene) bis-",198.265,3.4034000000000018,61.37700000000004,15.0,1.0,0.0,1.0,4.0,76.0,2.0,0.0,0.0,2.0,9.23,90.3319267838611,1.8095807579695853,40.01714070953248
"2-propenoic acid, 3-(1h-imidazol-4-yl)-",138.126,0.5075,35.2575,10.0,2.0,2.0,4.0,2.0,52.0,1.0,0.0,0.0,1.0,65.97999999999999,57.22119068470313,2.6373377790142882,1500.6362568773081
propyl butyrate,130.18699999999998,1.7397,36.158,9.0,2.0,0.0,2.0,4.0,54.0,0.0,0.0,0.0,0.0,26.3,56.20397104375984,3.0613168393721577,1620.196237626813
2-methylpentane,86.178,2.442500000000001,29.74599999999998,6.0,0.0,0.0,0.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,40.563961599812586,2.6272148478988635,15.681818059329107
"4-heptanol, 2,6-dimethyl-",144.25799999999995,2.4395000000000007,44.916800000000016,10.0,1.0,1.0,1.0,4.0,62.0,0.0,0.0,0.0,0.0,20.23,64.45302169519842,3.337430348629276,1000.3221992433812
"thiourea, 2-propenyl-",116.189,0.005600000000000049,34.9851,7.0,1.0,2.0,3.0,2.0,40.0,0.0,0.0,0.0,0.0,38.05,48.39300746666075,2.9670528832697767,59042.53747166896
divinyl ether,70.09100000000001,1.29,21.478999999999992,5.0,1.0,0.0,1.0,2.0,28.0,0.0,0.0,0.0,0.0,9.23,31.568416536157745,2.6531630746803305,3842.928074826757
"1,2-ethanediamine, n,n'-bis(2-aminoethyl)-",146.238,-1.9169999999999976,43.84820000000001,10.0,4.0,4.0,4.0,7.0,62.0,0.0,0.0,0.0,0.0,76.1,62.3434673610541,2.6476048489438337,1000138.7147514164
"1,2-ethanediamine, n-(2-aminoethyl)-n'- 2-",189.307,-2.327399999999997,56.71790000000002,13.0,5.0,5.0,5.0,10.0,80.0,0.0,0.0,0.0,0.0,88.13,80.62321377345536,2.758149818433293,1000383.8527780408
sulfonal,228.335,0.5919000000000003,53.00060000000003,13.0,4.0,0.0,6.0,4.0,80.0,0.0,0.0,0.0,0.0,68.28,80.17970047778236,5.489317101196206,2701.2979362650544
octafluorocyclobutane,200.028,2.5412,19.788000000000004,12.0,0.0,0.0,8.0,0.0,72.0,0.0,1.0,1.0,1.0,0.0,60.15252944090002,3.159591794226542,46.03528038525893
thebaine,311.38100000000014,2.4245,87.00200000000004,23.0,4.0,0.0,4.0,2.0,120.0,1.0,1.0,4.0,5.0,30.93,135.87358928689147,1.83945022276946,679.6606226795859
"benzene, 1-methoxy-2,4-dinitro-",198.134,1.5116,46.30280000000001,14.0,5.0,0.0,7.0,3.0,74.0,1.0,0.0,0.0,1.0,95.51,78.21584190840005,3.274414445393388,154.86704343430404
"2-bromo-1,1,1,2-tetrafluoroethane",180.926,2.2391999999999994,19.878,7.0,0.0,0.0,5.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,45.633882359572446,3.541196965079901,2272.484772114589
usnic acid,344.31900000000013,1.4998200000000002,84.76110000000003,25.0,7.0,2.0,7.0,2.0,130.0,1.0,0.0,2.0,3.0,117.97,142.4575442870875,2.4133487158110243,99.99101763625455
"1,3-propanediol, 2-(hydroxymethyl)-2-nitro-",151.118,-2.0211999999999994,30.982799999999994,10.0,5.0,3.0,6.0,4.0,60.0,0.0,0.0,0.0,0.0,103.82999999999998,56.86975435010722,4.3056194260829965,1000728.3360640286
narceine,445.4680000000003,2.6688,115.91480000000007,32.0,8.0,1.0,9.0,10.0,172.0,2.0,0.0,1.0,3.0,103.76,185.94186720041583,2.08681876864661,1299.6203770730724
pregnenolone,316.48500000000007,4.515300000000004,91.88080000000004,23.0,2.0,1.0,2.0,1.0,128.0,0.0,3.0,4.0,4.0,37.3,140.28092152170035,1.6619631243467547,7.052662982168122
"1,2-difluorobenzene",114.094,1.9648,26.358,8.0,0.0,0.0,2.0,0.0,42.0,1.0,0.0,0.0,1.0,0.0,45.762473925349425,3.1348615113454485,1140.94
"ethene, (2,2,2-trifluoroethoxy)-",126.077,1.7088,22.203999999999994,8.0,1.0,0.0,4.0,2.0,48.0,0.0,0.0,0.0,0.0,9.23,44.754625777120715,3.239280745266341,4194.071850064821
proscillaridin,530.6580000000004,3.0138000000000016,138.11020000000002,38.0,8.0,4.0,8.0,3.0,210.0,1.0,4.0,5.0,6.0,129.59,223.20656157143242,1.2114711192059808,58.85924891175155
cytisine,190.24599999999998,0.5549999999999999,54.41970000000003,14.0,3.0,1.0,3.0,0.0,74.0,1.0,1.0,2.0,3.0,34.03,82.7503972500118,2.1469341613539945,438849.4256652383
"2-butenedioic acid, 2-methyl-, (e)-",130.099,0.1019,29.02859999999999,9.0,2.0,2.0,4.0,2.0,50.0,0.0,0.0,0.0,0.0,74.6,51.42092815771128,4.169214533734282,26319.27721268644
methanedisulfonic acid,176.171,-1.2804999999999995,27.9642,9.0,4.0,2.0,8.0,2.0,56.0,0.0,0.0,0.0,0.0,108.73999999999998,51.9965230479108,4.4582270815509055,999849.0067942915
tert-butyl chloride,92.569,2.0237,25.60599999999999,5.0,0.0,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,38.13734359790105,3.0237157840738176,2880.4846960956706
chlorobenzilate,325.1910000000001,3.7924000000000015,82.53580000000002,21.0,3.0,1.0,5.0,4.0,110.0,2.0,0.0,0.0,2.0,46.53,132.6240993186574,2.5545393746433445,10.003189992823467
"propane, 1-chloro-2-methyl-",92.569,1.8812,25.55799999999999,5.0,0.0,0.0,1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,38.13734359790104,2.5395388613593903,925.69
"2,4,6,3'4'-penta-hydroxy-benzophenol",262.217,1.4455999999999998,64.64050000000003,19.0,6.0,5.0,6.0,2.0,98.0,2.0,0.0,0.0,2.0,118.22,106.98613030098144,2.528400685932389,4996.441930821688
"2h-pyran-2,4-(3h)-dione, 3-acetyl-6-methyl-",168.14799999999997,0.22129999999999994,39.02700000000001,12.0,4.0,0.0,4.0,1.0,64.0,0.0,0.0,1.0,1.0,60.44000000000001,69.19652317253049,2.9836631464280323,9992.90378868913
ricinine,164.16400000000004,0.2655799999999999,42.95000000000002,12.0,4.0,0.0,4.0,1.0,62.0,1.0,0.0,0.0,1.0,55.02,69.62349594124798,3.493871049698866,2699.4663956985605
(+)-perseitol,212.198,-4.224499999999998,44.20560000000002,14.0,7.0,7.0,7.0,6.0,86.0,0.0,0.0,0.0,0.0,141.61,80.48853997958128,4.221713709086299,64526.972067845505
picein,298.291,-0.9321000000000006,70.84170000000003,21.0,7.0,4.0,7.0,4.0,116.0,1.0,1.0,1.0,2.0,116.45000000000002,120.91065644898218,2.084631452937899,19982.0550027465
glybuthiazole,312.42,2.2186000000000003,80.27190000000002,20.0,6.0,2.0,8.0,3.0,108.0,2.0,0.0,0.0,2.0,97.97,121.64690735689251,2.2454848870473523,56.85109422469308
3-ethylpyridine,107.15599999999998,1.644,33.614999999999995,8.0,1.0,0.0,1.0,1.0,42.0,1.0,0.0,0.0,1.0,12.89,49.38093532923669,2.8320858350070908,369842.22532273
tropacocaine,245.322,2.4686000000000003,69.45250000000004,18.0,3.0,0.0,3.0,2.0,96.0,1.0,2.0,2.0,3.0,29.54,107.73912084176204,1.629075096497469,1048.9058235647938
isobutyl urethane,145.20199999999997,1.3885,39.8627,10.0,2.0,1.0,3.0,3.0,60.0,0.0,0.0,0.0,0.0,38.33,61.75383322736787,3.21702316769915,24772.65750480315
"butanoic acid, pentyl ester",158.24099999999996,2.5199000000000007,45.39200000000002,11.0,2.0,0.0,2.0,6.0,66.0,0.0,0.0,0.0,0.0,26.3,68.93385527255305,3.040425665876032,539.9070752796556
"glycine, n-acetyl-",117.10399999999998,-0.7929000000000002,26.31949999999999,8.0,2.0,2.0,4.0,2.0,46.0,0.0,0.0,0.0,0.0,66.4,46.50121750691096,3.1818458670936187,26276.754880265704
verbenalin,388.36900000000014,-1.9425999999999977,85.59220000000002,27.0,10.0,4.0,10.0,4.0,152.0,0.0,2.0,3.0,3.0,151.98000000000005,154.82538849230244,1.815012177319334,210981.58799138485
"1,2,3-benzenetricarboxylic acid",210.141,0.7811999999999999,47.3199,15.0,3.0,3.0,6.0,3.0,78.0,1.0,0.0,0.0,1.0,111.9,83.39349701940613,3.55594512931231,30585.162665257485
propyliodone,447.01000000000016,2.0107,77.38600000000002,16.0,4.0,0.0,6.0,4.0,88.0,1.0,0.0,0.0,1.0,48.3,120.6459988307035,2.7483931858760178,140.06100516263106
"benzene, 1-bromo-4-iodo-",282.90599999999995,3.0537000000000014,46.85900000000001,8.0,0.0,0.0,2.0,0.0,42.0,1.0,0.0,0.0,1.0,0.0,70.56078884618195,3.0324555320336755,9.991763783316339
"2(3h)-furanone, 5-methyl-",98.101,0.8371,24.465999999999994,7.0,2.0,0.0,2.0,0.0,38.0,0.0,0.0,1.0,1.0,26.3,41.77865262925314,2.5803181355669738,49965.867781581925
"2,3-dimethyl-2-butanol",102.17699999999998,1.4133,31.135799999999985,7.0,1.0,1.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,20.23,45.35819535200858,3.541196965079901,39660.039945826466
"2,3,3-trimethyl-2-butanol",116.20399999999998,1.8034,35.75279999999999,8.0,1.0,1.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,20.23,51.7231374664052,4.020391543176799,21989.78978610207
megestrol acetate,384.5160000000001,4.575300000000004,106.41100000000007,28.0,4.0,0.0,4.0,2.0,152.0,0.0,2.0,4.0,4.0,60.44000000000001,167.32850051010428,1.7900315303594412,1.9994678060308158
"propanedioic acid, 2,2-dimethyl-",132.11499999999998,0.18180000000000007,29.05259999999999,9.0,2.0,2.0,4.0,2.0,52.0,0.0,0.0,0.0,0.0,74.6,52.11053118989553,4.381728683302121,89939.84382382363
"butanedioic acid, 2,2-dimethyl-",146.142,0.5719,33.66959999999999,10.0,2.0,2.0,4.0,3.0,58.0,0.0,0.0,0.0,0.0,74.6,58.475473304292144,4.127512487055626,69947.958952215
3-methyl-3-hexanol,116.20399999999998,1.9475,35.822799999999994,8.0,1.0,1.0,1.0,3.0,50.0,0.0,0.0,0.0,0.0,20.23,51.72313746640521,3.373381552563661,11593.6738216436
"2,4,6-trinitroanisole",243.13099999999997,1.4198000000000002,52.95719999999999,17.0,7.0,0.0,10.0,4.0,90.0,1.0,0.0,0.0,1.0,138.65,92.86881763089985,3.625430618211917,199.9126777242814
4-hydroxyquinoline,145.16099999999997,1.5281,44.56870000000002,11.0,1.0,1.0,2.0,0.0,54.0,2.0,0.0,0.0,2.0,32.86,63.49423773222243,3.0307899009392414,4795.677294644505
n-benzoylbenzamide,225.247,2.2568,64.68070000000003,17.0,2.0,1.0,3.0,2.0,84.0,2.0,0.0,0.0,2.0,46.17,99.09128793804979,2.079926562733872,1201.3208520390012
"benzene, 1,2-diiodo-",329.906,2.8958000000000004,51.87600000000002,8.0,0.0,0.0,2.0,0.0,42.0,1.0,0.0,0.0,1.0,0.0,75.95507936158424,3.1348615113454485,20.016595554922567
"ethanamine, n-ethyl-n-methyl-",88.17399999999998,-0.4591000000000001,27.96869999999999,6.0,0.0,1.0,1.0,2.0,38.0,0.0,0.0,0.0,0.0,4.44,39.95885315561935,2.7541847860376616,455344.9694419557
5-nonanol,144.25799999999995,2.7277000000000013,45.05680000000002,10.0,1.0,1.0,1.0,6.0,62.0,0.0,0.0,0.0,0.0,20.23,64.45302169519843,2.998419094375296,466.8097376135428
"pentane, 2-chloro-",106.596,2.4138,30.222999999999985,6.0,0.0,0.0,1.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,44.50228571229765,2.6272148478988635,249.8854147978425
"benzene, 1,3-diiodo-",329.906,2.8958000000000004,51.87600000000001,8.0,0.0,0.0,2.0,0.0,42.0,1.0,0.0,0.0,1.0,0.0,75.95507936158424,3.077660437970553,10.008989050127957
2-nonanol,144.25799999999995,2.727700000000002,45.05680000000002,10.0,1.0,1.0,1.0,6.0,62.0,0.0,0.0,0.0,0.0,20.23,64.45302169519842,2.7731888559274704,260.0997332609195
"2,3,4-pyridinetricarboxylic acid",211.129,0.17620000000000002,45.11489999999999,15.0,4.0,3.0,7.0,3.0,78.0,1.0,0.0,0.0,1.0,124.79000000000002,82.61314500035266,3.55594512931231,12010.135043612938
"benzene, 1-bromo-2-chloro-",191.455,3.1025,39.152000000000015,8.0,0.0,0.0,2.0,0.0,42.0,1.0,0.0,0.0,1.0,0.0,61.602216952019994,3.1348615113454485,119.9683574608419
bromosuccinic acid,196.984,0.30920000000000003,32.60359999999999,9.0,2.0,2.0,5.0,3.0,52.0,0.0,0.0,0.0,0.0,74.6,59.61313668114028,3.6324321519398453,120069.01616595748
"benzenamine, 2,4-dinitro-n-phenyl-",259.221,3.2466000000000017,69.47550000000001,19.0,5.0,1.0,7.0,4.0,96.0,2.0,0.0,0.0,2.0,98.31,107.34431095416865,2.3991450084316583,37.99007768804323
"benzenesulfonamide, 4-amino-n-(6-ethoxy-3-pyrid-",294.336,1.2582999999999998,74.86390000000002,20.0,6.0,2.0,8.0,5.0,106.0,2.0,0.0,0.0,2.0,107.2,116.39020508719469,2.171559068988452,1101.1421410964308
2-isopropyl naphthalene,170.25499999999997,3.963200000000003,58.03700000000004,13.0,0.0,0.0,0.0,1.0,66.0,2.0,0.0,0.0,2.0,0.0,79.207893994422,2.61987386972831,0.8572349614918491
epitiostanol,306.5150000000001,4.483900000000005,88.28380000000006,21.0,2.0,1.0,2.0,0.0,118.0,0.0,5.0,5.0,5.0,20.23,133.1963970968836,1.473730703285255,1.2007476146169216
"1,6-heptadiyne",92.141,1.4231,31.51699999999999,7.0,0.0,0.0,0.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,44.92735449792772,2.7683855790457867,1649.88213996666
7-methyl-1-octanol,144.25799999999995,2.5852000000000017,45.00880000000002,10.0,1.0,1.0,1.0,6.0,62.0,0.0,0.0,0.0,0.0,20.23,64.45302169519843,2.7731888559274704,470.0455081314777
chlorflurecol,260.676,2.6409000000000007,67.52260000000003,18.0,2.0,2.0,4.0,1.0,90.0,2.0,0.0,1.0,3.0,57.53,108.26580623214242,2.424052661218044,17.99289511058587
tutin,294.303,-0.6178000000000003,68.08160000000004,21.0,6.0,2.0,6.0,1.0,114.0,0.0,5.0,5.0,5.0,91.82,121.22030712250809,1.755938060151459,19001.797656758627
4'-((6-hydroxy-m-tolyl)azo)acetanilide,269.30400000000003,2.498100000000001,79.70740000000002,20.0,4.0,2.0,5.0,3.0,102.0,1.0,0.0,1.0,2.0,70.56,116.61907200456741,2.0542767516970395,1.1809807103359484
1-nonyne,124.227,2.980100000000002,42.20900000000001,9.0,0.0,0.0,0.0,5.0,52.0,0.0,0.0,0.0,0.0,0.0,58.658013334861685,2.68805533088827,10.00497476148368
hyenanchin,310.302,-1.5028999999999997,69.54140000000004,22.0,7.0,3.0,7.0,1.0,120.0,0.0,5.0,5.0,5.0,112.05,126.01454087470408,1.7928474592203694,11797.353005706282
4-nonanol,144.25799999999995,2.7277000000000013,45.05680000000002,10.0,1.0,1.0,1.0,6.0,62.0,0.0,0.0,0.0,0.0,20.23,64.45302169519842,2.9680150410369377,369.94733813997254
3-chlorocrotonic acid,120.53499999999998,1.2136,27.245799999999992,7.0,1.0,1.0,3.0,1.0,40.0,0.0,0.0,0.0,0.0,37.3,46.40349641795658,3.679228031962393,29930.444884680157
tetramethrin,331.4120000000001,2.964900000000002,88.49800000000003,24.0,4.0,0.0,5.0,4.0,130.0,0.0,1.0,3.0,3.0,63.68,142.2694547618539,1.61158435496958,4.5958752275808985
"dl-2,3-dimethylsuccinic acid",144.12599999999995,-2.241599999999999,28.34199999999999,10.0,4.0,0.0,4.0,3.0,58.0,0.0,0.0,0.0,0.0,80.25999999999998,58.475473304292144,4.069511908932011,29562.58001854134
phenmedipham,300.314,3.7842200000000017,83.29540000000003,22.0,4.0,2.0,6.0,3.0,114.0,2.0,0.0,0.0,2.0,76.66,127.59812480946482,1.9910569204245536,4.995461066832672
"2,2-diethyl-1-pentanol",144.25799999999995,2.5852000000000017,45.00880000000002,10.0,1.0,1.0,1.0,5.0,62.0,0.0,0.0,0.0,0.0,20.23,64.45302169519842,3.874774963120476,549.717935511389
benzyl morphine,375.46800000000013,3.0715000000000017,106.68580000000007,28.0,4.0,1.0,4.0,3.0,144.0,2.0,1.0,4.0,6.0,41.93000000000001,164.9360329334323,1.4520691118503983,399.55165076664736
".alpha.-d-glucofuranose,",309.529,-0.4628999999999994,57.79640000000003,17.0,6.0,3.0,9.0,2.0,100.0,0.0,2.0,2.0,2.0,88.38000000000002,111.915319147301,2.0121307465624216,4443.256088165239
bromopropylate,428.12000000000006,4.3991000000000025,92.51080000000002,22.0,3.0,1.0,5.0,4.0,116.0,2.0,0.0,0.0,2.0,46.53,146.11760419057342,2.5476186839700867,4.995345332561397
butachlor,311.85300000000007,4.157400000000004,89.13100000000006,21.0,2.0,0.0,4.0,9.0,118.0,1.0,0.0,0.0,1.0,29.54,132.78393360449536,3.0405929299275014,19.99631300868122
ethyrimol,209.293,1.85272,62.37040000000002,15.0,3.0,2.0,4.0,5.0,84.0,1.0,0.0,0.0,1.0,57.78,90.13667816581804,2.9373311083142,199.87326330618438
secbumeton,225.296,1.5223999999999998,63.91840000000003,16.0,6.0,2.0,6.0,6.0,90.0,1.0,0.0,0.0,1.0,71.96000000000002,95.8582114598357,2.852731013715871,599.4507130724322
"1,2-dichloropropene",110.971,2.3253000000000004,25.462999999999994,5.0,0.0,0.0,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,41.386064678201855,3.1431973062780685,2699.041110909303
3-chlorophthalic acid,200.577,1.7364000000000002,45.3706,13.0,2.0,2.0,5.0,2.0,68.0,1.0,0.0,0.0,1.0,74.6,78.37606527965144,3.4273442045064235,21197.3285545548
tebuthiuron,228.321,1.6112,61.46770000000003,15.0,4.0,1.0,6.0,1.0,84.0,1.0,0.0,0.0,1.0,58.12000000000001,93.50532867483764,2.894631590511528,2299.0364556391273
butamifos,332.36200000000014,3.9311200000000044,87.26110000000004,21.0,5.0,1.0,8.0,8.0,118.0,1.0,0.0,0.0,1.0,73.63,129.76539350623858,3.1123876497972565,5.100483696371391
sulindac,356.41800000000006,4.365500000000004,97.89220000000005,25.0,2.0,1.0,5.0,4.0,128.0,2.0,0.0,1.0,3.0,54.37,147.5185424815781,2.1011120578982485,9.99907046371475
dimethyl carbate,210.229,0.7706999999999999,51.74900000000002,15.0,4.0,0.0,4.0,2.0,82.0,0.0,1.0,2.0,2.0,52.60000000000001,88.2375414916542,2.2395594879594616,13203.608071496505
hydroprene,266.42499999999995,4.904500000000005,82.00000000000007,19.0,2.0,0.0,2.0,9.0,110.0,0.0,0.0,0.0,0.0,26.3,118.47418612335741,3.9017092211713953,0.5402253685484579
"d-alaninic acid,",363.816,4.466000000000005,95.35150000000004,25.0,3.0,0.0,6.0,5.0,132.0,2.0,0.0,0.0,2.0,46.61,150.70831685594297,2.4507817228967568,9.997278592051018
flumetralin,421.73400000000015,5.340800000000003,92.88680000000004,28.0,5.0,0.0,12.0,6.0,150.0,2.0,0.0,0.0,2.0,89.51999999999998,159.979458736937,2.725550042719448,0.1000088918383513
cyromazine,166.188,-0.3897000000000006,45.2965,12.0,6.0,3.0,6.0,2.0,64.0,1.0,1.0,1.0,2.0,102.74,69.40898582963057,2.1770477836157407,11005.24363171884
fenthhiaprop ethyl,377.84900000000016,5.072400000000003,97.86900000000004,25.0,6.0,0.0,7.0,6.0,130.0,3.0,0.0,0.0,3.0,57.65000000000001,153.66030769608332,1.7293673531335798,0.8004206365925107
cyclopentane,70.135,1.9505,23.084999999999994,5.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,1.0,1.0,0.0,33.193188331886766,2.083333333333333,160.67000282686772
"2,2-dimethylbutane",86.17799999999998,2.442500000000001,29.74599999999998,6.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,40.563961599812586,3.168489872670569,24.288260425050808
cyclohexane,84.162,2.3406,27.701999999999984,6.0,0.0,0.0,0.0,0.0,36.0,0.0,1.0,1.0,1.0,0.0,39.55813044628337,2.0,66.85225289086496
trans-2-pentene,70.135,1.9725,25.10499999999999,5.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,33.50941645323172,2.622415807990217,202.27154947178448
trans-2-heptene,98.18899999999998,2.7527000000000013,34.33899999999999,7.0,0.0,0.0,0.0,3.0,42.0,0.0,0.0,0.0,0.0,0.0,46.23930068202494,2.6891574118399517,14.861506542270286
1-hexyne,82.14599999999999,1.8098,28.357999999999986,6.0,0.0,0.0,0.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,39.56318699167187,2.543857644448419,358.5802955520068
"1,2,4-trimethylbenzene",120.19499999999996,2.611860000000001,40.65300000000001,9.0,0.0,0.0,0.0,0.0,48.0,1.0,0.0,0.0,1.0,0.0,56.52622946268678,3.171678030440916,58.86896519399036
"1,4-diethylbenzene",134.22199999999998,2.811400000000001,45.19800000000003,10.0,0.0,0.0,0.0,2.0,54.0,1.0,0.0,0.0,1.0,0.0,62.89117157708339,2.7972512629697874,23.868421897424426
p-isopropyltoluene,134.22199999999995,3.1184200000000017,45.26800000000003,10.0,0.0,0.0,0.0,1.0,54.0,1.0,0.0,0.0,1.0,0.0,62.89117157708339,2.893762783606677,22.794165952072014
diphenylmethane,168.239,3.277400000000002,55.69000000000002,13.0,0.0,0.0,0.0,2.0,64.0,2.0,0.0,0.0,2.0,0.0,78.85343943995761,2.1614757505786617,11.374352369697164
fluorene,166.22299999999996,3.2578000000000014,54.68400000000002,13.0,0.0,0.0,0.0,0.0,62.0,2.0,0.0,1.0,3.0,0.0,77.84760828642837,2.3207279847408384,2.0449896589074643
"1,5-dimethylnaphthalene",156.22799999999995,3.456640000000002,53.42200000000002,12.0,0.0,0.0,0.0,0.0,60.0,2.0,0.0,0.0,2.0,0.0,72.84295188002538,2.943372852061392,2.8428822573892027
"2,3-dimethylnaphthalene",156.22799999999995,3.456640000000002,53.42200000000002,12.0,0.0,0.0,0.0,0.0,60.0,2.0,0.0,0.0,2.0,0.0,72.84295188002538,2.839519942810836,2.9768631704596227
acenaphthene,154.2119999999999,2.938400000000001,51.356000000000016,12.0,0.0,0.0,0.0,0.0,58.0,2.0,0.0,1.0,3.0,0.0,71.83712072649615,2.5804055511266424,3.6150821406811566
9-methylanthracene,192.261,4.301420000000003,66.19100000000003,15.0,0.0,0.0,0.0,0.0,72.0,3.0,0.0,0.0,3.0,0.0,89.159674297364,2.597968359562711,0.24768014705807376
dichloromethane,84.93299999999998,1.4215,16.573,3.0,0.0,0.0,2.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,29.3457834815929,1.6329931618554523,19910.238597156687
bromodichloromethane,163.829,2.1425,24.421,4.0,0.0,0.0,3.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,43.21333108723426,2.3237900077244498,4724.879971257287
chlorodibromomethane,208.28,2.2986000000000004,27.495,4.0,0.0,0.0,3.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,46.77761246599394,2.3237900077244498,2622.089847684892
"1,2-dibromoethane",187.862,1.7762,27.587999999999994,4.0,0.0,0.0,2.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,42.83928835350887,1.9747448713915887,3924.993497345016
1-iodopropane,169.993,1.8314,29.17799999999999,4.0,0.0,0.0,1.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,40.730973377666395,1.9747448713915887,871.8284524884407
1-chlorobutane,92.569,2.0253,25.62799999999999,5.0,0.0,0.0,1.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,38.13734359790105,2.19060968716425,863.9041737047671
"2,3-dichloro-2-methylbutane",141.041,2.631100000000001,35.247,7.0,0.0,0.0,2.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,54.805551939179324,3.5411969650799016,287.9687614541351
"1,2-dichloroethylene",96.94400000000002,1.9352,20.846,4.0,0.0,0.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,35.021122563805264,2.549193338482967,4858.70951767623
"1,2-diiodoethylene",279.846,2.3276000000000003,37.18000000000001,4.0,0.0,0.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,52.93826635212918,2.549193338482967,168.62388992456462
trichloroethylene,131.389,2.5017000000000005,25.642,5.0,0.0,0.0,3.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,45.32438879068693,3.1431973062780685,1440.6517371305695
pentachlorobutadiene,226.317,4.1909,44.37400000000001,9.0,0.0,0.0,5.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,77.97120244105922,4.249516250191478,13.326532954911071
3-chlorobiphenyl,188.657,4.0070000000000014,56.88800000000003,13.0,0.0,0.0,1.0,1.0,64.0,2.0,0.0,0.0,2.0,0.0,82.79176355244267,2.4751856733635376,2.486983615258361
"2,6-PCB",223.102,4.660400000000002,61.89800000000002,14.0,0.0,0.0,2.0,1.0,70.0,2.0,0.0,0.0,2.0,0.0,93.09502977932434,2.6253144880970285,1.3756357810530042
"2,4,5-PCB",257.547,5.313800000000001,66.90800000000002,15.0,0.0,0.0,3.0,1.0,76.0,2.0,0.0,0.0,2.0,0.0,103.398296006206,2.5902651876890967,0.13831092805976966
"2,2',4,4'5,5'-PCB",360.88200000000006,7.274000000000001,81.93799999999997,18.0,0.0,0.0,6.0,1.0,94.0,2.0,0.0,0.0,2.0,0.0,134.308094686851,2.6915481076472427,0.000993951562918083
"2,2',4,4',6,6'-PCB",360.88200000000006,7.274000000000001,81.93799999999997,18.0,0.0,0.0,6.0,1.0,94.0,2.0,0.0,0.0,2.0,0.0,134.30809468685104,2.771654120699925,0.0007036638188498818
2-methylpropanol,74.123,0.6347,21.9238,5.0,1.0,1.0,1.0,1.0,32.0,0.0,0.0,0.0,0.0,20.23,32.62831112321538,2.5395388613593908,81274.25333272133
2-methyl-1-pentanol,102.177,1.4149,31.15779999999998,7.0,1.0,1.0,1.0,3.0,44.0,0.0,0.0,0.0,0.0,20.23,45.35819535200859,2.831819966070785,7931.460163576982
"2,2-dimethyl-1-butanol",102.17699999999998,1.4149,31.15779999999998,7.0,1.0,1.0,1.0,2.0,44.0,0.0,0.0,0.0,0.0,20.23,45.35819535200859,3.3604351426960566,9318.653153286876
2-ethyl-1-butanol,102.177,1.4149,31.15779999999998,7.0,1.0,1.0,1.0,3.0,44.0,0.0,0.0,0.0,0.0,20.23,45.35819535200859,2.9923028831940863,6908.0130176626535
"2,3-dimethyl-2-pentanol",116.204,1.8034,35.75279999999999,8.0,1.0,1.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,20.23,51.72313746640521,3.623281003705976,14969.97509049489
